"scan_date","site_domain","competitor_name","run_time_domain","monthly_visitors","contacts_json","got_blocked","already_working","is_running_ads","ad_evidence"
"2025-12-09","360-vuz.en.aptoide.com","PropellerAds","http://madurird.com/","0","{""emails"": [""info@360mea.com""], ""socials"": [""https://www.facebook.com/aptoide"", ""https://twitter.com/Aptoide"", ""https://www.instagram.com/aptoideappstore"", ""https://www.youtube.com/user"", ""https://www.facebook.com/360VUZ"", ""https://twitter.com/360vuz"", ""https://www.instagram.com/360vuz"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/360VUZ"", ""https://twitter.com/360vuz"", ""https://www.instagram.com/360vuz"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/aptoide"", ""https://twitter.com/aptoide"", ""https://www.instagram.com/aptoidestore"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/360VUZ"", ""https://twitter.com/360vuz"", ""https://www.instagram.com/360vuz"", ""https://www.linkedin.com/company""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","360gamerrgh.com","PropellerAds","http://madurird.com/","0","{""emails"": [], ""socials"": [""instagram.com/danie.abel"", ""https://www.youtube.com/watch""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","365tv-mod.latestmodapks.com","PropellerAds","http://madurird.com/","0","{}","true","false","false","Blocked"
"2025-12-09","3d-ultra-pinball-thrillride.programas-gratis.net","PropellerAds","http://madurird.com/","0","{""emails"": [], ""socials"": [""https://twitter.com/pgnet_"", ""https://www.facebook.com/programasgratis.net""]}","false","false","false","Heuristic score: 1.50"
"2025-12-09","64in1-nes-classic.latestmodapks.com","PropellerAds","http://madurird.com/","0","{}","true","false","false","Blocked"
"2025-12-09","8-ball-aimpool.en.divxland.org","PropellerAds","http://madurird.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/Divxland.Play.Store.APK"", ""https://www.facebook.com/Mah.Nassar"", ""https://www.facebook.com/Divxland.Play.Store.APK"", ""https://www.facebook.com/sharer"", ""https://twitter.com/intent"", ""https://www.linkedin.com/shareArticle""]}","false","false","true","Heuristic score: 3.20"
"2025-12-09","91bpw.com","PropellerAds","http://madurird.com/","0","{}","true","false","false","Blocked"
"2025-12-09","9anime.apk.dog","PropellerAds","http://madurird.com/","0","{""emails"": [""giuseppeswalkere@gmail.com"", ""giuseppeswalkere@gmail.com""], ""socials"": []}","false","false","true","Heuristic score: 3.50"
"2025-12-09","9anime.es.download.it","PropellerAds","http://madurird.com/","0","{}","true","false","false","Blocked"
"2025-12-09","9anime2.apk.dog","PropellerAds","http://madurird.com/","0","{""emails"": [""nine9anime@gmail.com"", ""nine9anime@gmail.com""], ""socials"": []}","false","false","true","Heuristic score: 3.50"
"2025-12-09","a-hat-in-time.en.download.it","PropellerAds","http://madurird.com/","0","{}","true","false","false","Blocked"
"2025-12-09","a-zlinks.net","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","a82live.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","abcgames.net","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","abcproxy.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","abcvg.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","abxylute.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","abysscdn.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","abyssus.fandom.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","account.vintagestory.at","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","accounts.taptap.com","PropellerAds","http://madurird.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","aceimg.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
"2025-12-09","acorte.xyz","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
"2025-12-09","actionandstuff.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.linkedin.com/sharing"", ""https://www.facebook.com/sharer""]}","false","false","false","Heuristic score: 0.00"
"2025-12-09","actions-and-stuff.id.modcombo.com","PropellerAds","https://www.amt3.com","0","{}","true","false","false","Blocked"
"2025-12-09","actions-and-stuff.modcombo.com","PropellerAds","https://www.amt3.com","0","{}","true","false","false","Blocked"
"2025-12-09","actions-and-stuff.pt.modcombo.com","PropellerAds","https://www.amt3.com","0","{}","true","false","false","Blocked"
"2025-12-09","adamgamerz07.blogspot.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.20"
"2025-12-09","adblocker-ultimate-browser.apkgold.es","PropellerAds","https://www.amt3.com","0","{""emails"": [""support@adblockultimate.net"", ""support@adblockultimate.net"", ""support@adblockultimate.net"", ""support@adblockultimate.net""], ""socials"": [""https://www.youtube.com/watch""]}","false","false","true","Heuristic score: 3.50"
"2025-12-09","addams-family-mystery-mansion.es.aptoide.com","PropellerAds","https://www.amt3.com","0","{""emails"": [""addams@pixowl.com""], ""socials"": [""https://www.facebook.com/aptoide"", ""https://twitter.com/Aptoide"", ""https://www.instagram.com/aptoideappstore"", ""https://www.youtube.com/user"", ""https://www.facebook.com/Addams-Family-Mystery-Mansion-431262807718188"", ""https://www.facebook.com/Addams-Family-Mystery-Mansion-431262807718188"", ""https://www.facebook.com/aptoide"", ""https://twitter.com/aptoide"", ""https://www.instagram.com/aptoidestore"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Addams-Family-Mystery-Mansion-431262807718188""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","admin.olweb.tv","PropellerAds","https://www.amt3.com","0","{""emails"": [""online-tv-media@yandex.com""], ""socials"": [""http://www.facebook.com/pages""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","adobe-lightroom-1-mod.latestmodapks.com","PropellerAds","https://www.amt3.com","0","{}","true","false","false","Blocked"
"2025-12-09","adobe-lightroom.de.malavida.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/malavida""]}","false","false","true","Heuristic score: 4.40"
"2025-12-09","aermultinet.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://facebook.com/aermultinet"", ""https://youtube.com/aermultinet"", ""https://twitter.com/aermultinet"", ""https://facebook.com/aermultinet"", ""https://instagram.com/aermultinet"", ""https://youtube.com/aermultinet""]}","false","false","false","Heuristic score: 0.50"
"2025-12-09","afro-disiac.co.uk","PropellerAds","https://www.amt3.com","0","{""emails"": [""abc@xyz.com""], ""socials"": [""https://www.facebook.com/afrodisiacliveradio"", ""https://twitter.com/AfrodisiacRadio"", ""https://www.instagram.com/afrodisiacliveradio"", ""https://www.youtube.com/channel"", ""https://www.facebook.com/afrodisiacliveradio"", ""https://twitter.com/AfrodisiacRadio"", ""https://www.instagram.com/afrodisiacliveradio"", ""https://www.youtube.com/channel"", ""https://www.youtube.com/embed"", ""https://www.facebook.com/afrodisiacliveradio"", ""https://www.youtube.com/channel"", ""https://twitter.com/AfrodisiacRadio"", ""https://www.instagram.com/afrodisiacliveradio"", ""https://www.facebook.com/afrodisiacliveradio"", ""https://twitter.com/AfrodisiacRadio"", ""https://www.instagram.com/afrodisiacliveradio"", ""https://www.youtube.com/channel"", ""https://www.facebook.com/afrodisiacliveradio"", ""https://twitter.com/AfrodisiacRadio"", ""https://www.instagram.com/afrodisiacliveradio"", ""https://www.youtube.com/channel"", ""https://www.youtube.com/iframe_api""]}","false","false","false","Heuristic score: 0.50"
"2025-12-09","afterimage.modcombo.com","PropellerAds","https://www.amt3.com","0","{}","true","false","false","Blocked"
"2025-12-09","age-of-civilizations-2.softonic.com.tr","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","age-of-empires-3-complete-collection.en.softonic.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","age-of-empires-iii-the-warchiefs.softonic.com.tr","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","age-of-empires-iii.tr.uptodown.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","age-of-empires-iv.softonic.com.tr","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","ages-of-conflict-world-war-simulator-mod.en.softonic.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","agito-driver-system.vn.aptoide.com","PropellerAds","https://www.amt3.com","0","{""emails"": [""samel.goang@gmail.com""], ""socials"": [""https://www.facebook.com/aptoide"", ""https://twitter.com/Aptoide"", ""https://www.instagram.com/aptoideappstore"", ""https://www.youtube.com/user"", ""https://www.facebook.com/aptoide"", ""https://twitter.com/aptoide"", ""https://www.instagram.com/aptoidestore"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","ai-chatbot-assistant-ai-chat.apk.dog","PropellerAds","https://www.amt3.com","0","{""emails"": [""support@dialpro-llc.com"", ""support@dialpro-llc.com"", ""support@dialpro-llc.com""], ""socials"": []}","false","false","true","Heuristic score: 3.50"
"2025-12-09","ai-fiesta.en.aptoide.com","PropellerAds","https://www.amt3.com","0","{}","true","false","false","Blocked"
"2025-12-09","ai2u-with-you-till-the-end.en.softonic.com","PropellerAds","https://www.amt3.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","aimwave.app","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","airbrush.softonic.com","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","airline-commander-a-real-flight-experience.en.softonic.com","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","akhbarfights.blogspot.com","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","alawarland.com","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","alemdarleech.net","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","alfalink.to","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","alfalinks.in","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","alien-shooter-free.th.uptodown.com","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","all-live-tv-channels.en.softonic.com","PropellerAds","https://www.amt3.com","0","{}","false","true","false","Existing Client"
"2025-12-09","all-video-downloader-allvideodownloader.ar.uptodown.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","all-video-downloader-allvideodownloader.de.uptodown.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","all-video-downloader-allvideodownloader.fr.uptodown.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","alldebrid.fr","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/permalink.php"", ""https://www.facebook.com/permalink.php"", ""https://www.facebook.com/permalink.php"", ""https://www.facebook.com/permalink.php"", ""https://www.facebook.com/permalink.php"", ""https://www.facebook.com/permalink.php"", ""http://www.facebook.com/pages"", ""https://www.facebook.com/Alldebrid-fran""]}","false","false","false","Heuristic score: 0.00"
"2025-12-09","alldeepfake.ink","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.20"
"2025-12-09","alliceteam.altervista.org","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/danganronpaitalia"", ""https://twitter.com/All_Ice_Team""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","alphosting.ch","PropellerAds","x3os.com/","0","{""emails"": [""support@tizoo.com"", ""support@tizoo.com"", ""billing@tizoo.com"", ""billing@tizoo.com"", ""info@tizoo.com"", ""info@tizoo.com""], ""socials"": []}","false","false","false","Heuristic score: 0.20"
"2025-12-09","an-elmwood-trail.updatestar.com","PropellerAds","x3os.com/","0","{}","true","false","false","Blocked"
"2025-12-09","anchorpanic.en.aptoide.com","PropellerAds","x3os.com/","0","{}","true","false","false","Blocked"
"2025-12-09","andro-pop.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.instagram.com/teknobgt""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","androhack.ru","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
"2025-12-09","android-tv-home.vi.uptodown.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","androidcatch.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/Androidcatch"", ""https://twitter.com/HeyAndroidcatch""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","androidmagazine.eu","PropellerAds","x3os.com/","0","{""emails"": [""info@textfactory.cz""], ""socials"": [""https://www.facebook.com/AndroidMagazineEU""]}","false","false","false","Heuristic score: 0.50"
"2025-12-09","angry-birds.tr.uptodown.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.youtube.com/watch"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","anichinx.my.id","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
"2025-12-09","anikoto.tv","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 1.70"
"2025-12-09","anilab.en.malavida.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/malavida""]}","false","false","true","Heuristic score: 4.40"
"2025-12-09","anilabapk.net","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.20"
"2025-12-09","anime-hit.com","PropellerAds","x3os.com/","0","{}","true","false","false","Blocked"
"2025-12-09","anime-jl.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.20"
"2025-12-09","anime-salt.en.modilimitado.io","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/modilimitadoio"", ""https://www.facebook.com/modilimitadoio""]}","false","false","false","Heuristic score: 0.00"
"2025-12-09","anime-tv-boswell-studio.en.aptoide.com","PropellerAds","x3os.com/","0","{""emails"": [""boswellsharonann416@gmail.com""], ""socials"": [""https://www.facebook.com/aptoide"", ""https://twitter.com/Aptoide"", ""https://www.instagram.com/aptoideappstore"", ""https://www.youtube.com/user"", ""https://www.facebook.com/aptoide"", ""https://twitter.com/aptoide"", ""https://www.instagram.com/aptoidestore"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","anime-world.softonic.com","PropellerAds","x3os.com/","0","{""emails"": [""f0e540abd02c401a8af5ab8ce8e3eaf1@o4508370636111872.ingest.de.sentry.io""], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/Softonic"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","animefox-watch-anime-helper.en.softonic.com","PropellerAds","x3os.com/","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","animego.fr.uptodown.com","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animehd.one","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animekai.en.modilimitado.io","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animelab.co","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animeowl-stream-and-watch-sub-and-dub-anime.apk.dog","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animeowl-to.lol","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animepahe.en.malavida.com","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animestream.online","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animesuge-watch-anime-free.apkcafe.fr","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","animesuper95.blogspot.com","PropellerAds","x3os.com/","0","{}","false","true","false","Existing Client"
"2025-12-09","asuswebstorage.com","AdCash","http://dysses.com","0","{}","true","false","false","Blocked"
"2025-12-09","atkapp.in","AdCash","http://dysses.com","0","{""emails"": [""info@example.com"", ""info@example.com""], ""socials"": []}","false","false","false","Heuristic score: 1.50"
"2025-12-09","atletico.footybite.is","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""https://www.instagram.com/footybite_official""]}","false","false","false","Heuristic score: 0.00"
"2025-12-09","atoz-toons2.blogspot.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 1.70"
"2025-12-09","atozanimationtoon.blogspot.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""https://www.youtube.com/embed""]}","false","false","true","Heuristic score: 3.20"
"2025-12-09","attack-on-titan-brave-order.en.uptodown.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""https://www.youtube.com/uptodown"", ""https://instagram.com/uptodown"", ""https://www.linkedin.com/company"", ""https://www.facebook.com/Uptodown.International"", ""https://www.youtube.com/watch"", ""https://www.facebook.com/Uptodown"", ""https://www.facebook.com/Uptodown.International"", ""https://twitter.com/Uptodown"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://instagram.com/uptodown""]}","false","false","false","Heuristic score: 0.20"
"2025-12-09","attack-on-titan-the-game.en.softonic.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","auamstrad.es","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""youtube.com/embed"", ""https://www.facebook.com/AUAmstrad"", ""https://twitter.com/auamstrad"", ""youtube.com/embed"", ""https://www.facebook.com/AUAmstrad"", ""https://twitter.com/auamstrad"", ""https://www.youtube.com/auamstrad"", ""https://instagram.com/auamstrad"", ""https://www.instagram.com/auamstrad"", ""https://www.instagram.com/auamstrad"", ""http://www.facebook.com/AUAmstrad"", ""https://www.facebook.com/AUAmstrad"", ""https://www.facebook.com/AUAmstrad"", ""https://twitter.com/auamstrad"", ""https://www.youtube.com/auamstrad"", ""https://instagram.com/auamstrad"", ""https://www.facebook.com/AUAmstrad"", ""https://twitter.com/auamstrad"", ""https://www.youtube.com/auamstrad"", ""https://instagram.com/auamstrad""]}","false","false","false","Heuristic score: 0.50"
"2025-12-09","audin213.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
"2025-12-09","audio-editor-music-editor.softonic.com","AdCash","http://dysses.com","0","{""emails"": [""f0e540abd02c401a8af5ab8ce8e3eaf1@o4508370636111872.ingest.de.sentry.io""], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/Softonic"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","aurelia.id.modcombo.com","AdCash","http://dysses.com","0","{}","true","false","false","Blocked"
"2025-12-09","aurelia.modcombo.com","AdCash","http://dysses.com","0","{}","true","false","false","Blocked"
"2025-12-09","avariata-files.fandom.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""http://www.facebook.com/2008"", ""https://www.youtube.com/user"", ""https://www.facebook.com/getfandom"", ""https://twitter.com/getfandom"", ""https://www.youtube.com/fandomentertainment"", ""https://www.instagram.com/getfandom"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","avvy-vtuberanime-avatar.en.softonic.com","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": [""https://www.facebook.com/sharer"", ""https://www.facebook.com/softonic.en"", ""https://www.instagram.com/Softonic"", ""https://www.linkedin.com/company""]}","false","false","true","Heuristic score: 2.90"
"2025-12-09","avvy.en.aptoide.com","AdCash","http://dysses.com","0","{""emails"": [""support@avvy.live""], ""socials"": [""https://www.facebook.com/aptoide"", ""https://twitter.com/Aptoide"", ""https://www.instagram.com/aptoideappstore"", ""https://www.youtube.com/user"", ""https://www.instagram.com/avvy.live"", ""https://www.instagram.com/avvy.live"", ""https://www.facebook.com/aptoide"", ""https://twitter.com/aptoide"", ""https://www.instagram.com/aptoidestore"", ""https://www.youtube.com/user"", ""https://www.linkedin.com/company"", ""https://www.instagram.com/avvy.live""]}","false","false","false","Heuristic score: 1.70"
"2025-12-09","axfc.net","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
"2025-12-09","azsiasorozatok.hu","AdCash","http://dysses.com","0","{""emails"": [], ""socials"": []}","false","false","false","Heuristic score: 0.00"
